theSame,resumeId,rNum,leftEmployer,startDate,endDate,jobLength_old,employerName,employeesTotalNum,empAgeAtExit,yearFounded,gdSectorName,metro,jobTitle,avgSalary,ratingOverall,ratingCeo,ratingRecommendToFriend,ratingBusinessOutlook,ratingCareerOpportunities,ratingCompensationAndBenefits,ratingCultureAndValues,ratingWorkLifeBalance,ratingSeniorManagement,salaryIncrease,newMinusOldSalary,startDate_new,endDate_new,jobLength_new,employerName_new,employeesTotalNum_new,yearFounded_new,gdSectorName_new,metro_new,jobTitle_new,avgSalary_new,ratingOverall_new,ratingCeo_new,ratingRecommendToFriend_new,ratingBusinessOutlook_new,ratingCareerOpportunities_new,ratingCompensationAndBenefits_new,ratingCultureAndValues_new,ratingWorkLifeBalance_new,ratingSeniorManagement_new
0,9224643,1,0,2011-09-01,2012-07-01,10,General Mills,43000,146,1866,Manufacturing,Minneapolis,Controller,84231.68000000001,3.88,0.84,0.78,0.23,3.64,4.02,3.86,4.06,3.62,1,21980.959999999992,2014-09-01,2015-06-01,9,General Mills,43000,1866,Manufacturing,Minneapolis,Finance Manager,106212.64,3.65,0.82,0.75,0.47,3.32,3.7199999999999998,3.83,3.75,3.3
0,9226286,1,1,2012-09-01,2014-01-01,16,Cablevision,14177,41,1973,Telecommunications,New York City,Customer Service Representative,29982.527192982456,3.07,0.46,0.57,0.29,2.86,4.07,2.9,3.03,2.38,0,-174.00735999707103,2015-09-01,2016-03-01,6,Chubb Insurance Company,2000,1882,Insurance,New York City,Customer Service Representative,29808.519832985385,3.68,0.77,0.74,0.48,3.49,3.84,3.75,4.07,3.34
0,9226696,1,1,2011-01-01,2013-01-01,24,State Street Corporation,32356,221,1792,Finance,Boston,Senior Associate,80652.93216216234,2.68,0.48,0.43,0.2,2.62,2.57,2.64,3.25,2.58,0,-20649.48743994013,2013-01-01,2016-01-01,36,State Street Global Advisors,2400,,Finance,Boston,Executive Assistant,60003.44472222221,3.03,0.68,0.63,0.17,2.55,2.7,3.16,3.91,2.61
0,9228621,1,0,2010-04-01,2012-06-01,26,Deutsche Bank,10001,142,1870,Finance,Jacksonville,Operations Analyst,35015.3275,3.41,0.75,0.66,0.43,3.04,3.27,3.76,3.49,2.85,1,8653.869166666678,2012-06-01,2013-06-01,12,Deutsche Bank,10001,1870,Finance,Jacksonville,Senior Operations Analyst,43669.19666666668,3.41,0.75,0.66,0.43,3.04,3.27,3.76,3.49,2.85
0,9228621,2,0,2012-06-01,2013-06-01,12,Deutsche Bank,10001,143,1870,Finance,Jacksonville,Senior Operations Analyst,40862.30499999999,3.2800000000000002,0.53,0.52,0.41,3.11,3.03,3.5,3.1,2.68,1,24516.70657894737,2013-06-01,2015-12-01,30,Deutsche Bank,10001,1870,Finance,Jacksonville,Business Analyst,65379.011578947364,3.2800000000000002,0.53,0.52,0.41,3.11,3.03,3.5,3.1,2.68
0,9228880,1,1,2013-12-01,2014-03-01,3,University of Washington,27228,153,1861,Education,Seattle,Teaching Assistant,24967.882857142853,3.82,0.77,0.84,0.32,3.41,3.31,3.82,3.77,3.32,1,8963.223809523799,2014-08-01,2015-05-01,9,Seattle Children's Hospital,2800,1907,Health Care,Seattle,Research Assistant,33931.10666666665,3.92,0.71,0.78,0.64,3.46,3.7800000000000002,3.99,3.7199999999999998,3.25
0,9230453,1,1,2011-01-01,2013-01-01,24,AECOM TECHNOLOGY CORP,95000,23,1990,Business Services,New York City,Engineering Manager,130223.78444444445,2.22,0.28,0.35,0.21,2.69,2.75,2.23,3.03,2.17,0,-69946.00666666667,2015-01-01,2016-01-01,12,AVAYA INC,11701,2000,Telecommunications,New York City,Business Operations Analyst,60277.77777777778,2.84,0.27,0.32,0.14,2.44,3.02,2.58,3.21,2.2800000000000002
0,9231759,1,1,2010-01-01,2012-03-01,26,Sears Holding Corporation,178000,126,1886,Retail,Chicago,Senior Project Manager,104129.89697478985,2.54,0.48,0.33,0.16,2.74,2.71,2.76,3.15,2.32,1,42290.0699002099,2013-05-01,2015-05-01,24,JPMorgan Chase,241359,1799,Finance,Chicago,Vice President,146419.96687499975,3.56,0.86,0.71,0.57,3.31,3.4699999999999998,3.63,3.2800000000000002,3.26
0,9231792,1,0,2012-08-01,2014-08-01,24,Rice University,2600,102,1912,Education,Houston,Graduate Research Assistant,25834.0,4.33,0.83,0.88,0.48,3.66,3.55,4.26,4.07,3.73,0,-5818.589285714312,2014-08-01,2014-12-01,4,Rice University,2600,1912,Education,Houston,Teaching Assistant,20015.41071428569,4.33,0.83,0.88,0.48,3.66,3.55,4.26,4.07,3.73
0,9231909,1,1,2013-03-01,2013-12-01,9,Broadcom,12550,22,1991,Manufacturing,San Jose,Contractor,111630.54999999999,3.51,0.91,0.79,0.57,3.32,3.39,3.33,3.19,3.14,1,5780.340909090912,2014-11-01,2015-10-01,11,VMware,17100,1998,Information Technology,San Jose,Member of Technical Staff,117410.8909090909,3.6,0.82,0.71,0.53,3.24,3.89,3.55,3.67,3.01
0,9231909,2,1,2014-11-01,2015-10-01,11,VMware,17100,17,1998,Information Technology,San Jose,Member of Technical Staff,124683.92156862745,3.74,0.84,0.75,0.54,3.35,3.87,3.7,3.66,3.12,0,0.0,2015-12-01,2016-05-01,5,Pure Storage,1100,2009,Information Technology,San Jose,Member of Technical Staff,124683.92156862745,4.73,1.0,0.97,0.98,4.73,4.6,4.77,4.44,4.76
0,9232884,1,0,2011-04-01,2013-07-01,27,Fannie Mae,10000,75,1938,Finance,Washington DC,Executive Assistant,54664.944805194915,2.9,0.69,0.53,0.4,2.75,3.92,2.68,3.5,2.62,1,9821.583528138392,2013-07-01,2014-09-01,14,Fannie Mae,10000,1938,Finance,Washington DC,Project Analyst,64486.52833333331,2.9,0.69,0.53,0.4,2.75,3.92,2.68,3.5,2.62
0,9239930,1,1,2011-04-01,2012-11-01,19,MORGAN STANLEY,56218,77,1935,Finance,New York City,Project Manager,96944.44478452156,3.29,0.64,0.67,0.3,3.26,3.26,3.55,3.66,3.21,0,-24543.886602703365,2012-12-01,2013-09-01,9,BROADRIDGE FINANCIAL SOLUTIONS,7400,2007,Finance,New York City,Product Specialist,72400.5581818182,2.87,0.62,0.49,0.69,2.52,2.79,3.89,3.19,2.69
0,9240395,1,1,2012-01-01,2013-04-01,15,Huawei Technologies,65298,26,1987,Telecommunications,San Jose,Senior Manager,159489.6894736846,2.69,0.42,0.15,0.34,2.54,3.21,2.15,3.13,2.14,1,20893.35873769768,2013-04-01,2015-01-01,21,Juniper Networks,9483,1996,Information Technology,San Jose,Director,180383.04821138227,3.31,0.72,0.68,0.24,3.25,3.75,3.42,3.6,2.79
0,9242467,1,1,2013-06-01,2014-04-01,10,Caremark,243000,51,1963,Health Care,Richmond,Data Analyst,64192.36363636364,2.39,0.33,0.27,0.16,2.86,3.04,2.02,2.36,1.97,0,0.0,2014-06-01,2014-12-01,6,Bank of America,224000,1904,Finance,Richmond,Data Analyst,64192.36363636364,3.17,0.55,0.6,0.31,3.16,3.7800000000000002,2.91,3.33,2.45
0,9243445,1,0,2014-09-01,2015-02-01,5,Harte Hanks,5573,92,1923,Business Services,Philadelphia,Operations Supervisor,50118.666666666664,2.1,0.22,0.19,0.25,1.96,2.2,1.9100000000000001,2.59,1.83,1,18733.986394557833,2015-02-01,2016-01-01,11,Harte Hanks,5573,1923,Business Services,Philadelphia,Operations Manager,68852.6530612245,2.1,0.22,0.19,0.25,1.96,2.2,1.9100000000000001,2.59,1.83
0,9246868,1,1,2012-02-01,2012-09-01,7,MICROSOFT,128000,37,1975,Information Technology,Seattle,contractor,101080.0,3.4699999999999998,0.4,0.73,0.56,3.49,3.92,3.34,3.58,2.86,1,15450.0,2013-02-01,2013-04-01,2,VMC,137,1999,Information Technology,Seattle,contractor,116530.0,3.26,0.47,0.31,0.2,2.92,2.73,3.13,3.04,2.43
0,9249916,1,1,2010-07-01,2012-04-01,21,Medline Industries,12000,46,1966,Manufacturing,Chicago,Director,144293.6054140127,2.86,0.62,0.43,0.59,3.42,2.98,2.07,2.08,2.6,0,-9961.815316452063,2013-08-01,2014-10-01,14,United Airlines,84000,1926,Travel & Tourism,Chicago,Director,134331.79009756065,3.83,0.87,0.85,0.58,3.59,3.69,3.6,3.8,3.3
0,9249916,2,1,2013-08-01,2014-10-01,14,United Airlines,84000,88,1926,Travel & Tourism,Chicago,Director,135455.8927093597,3.67,0.75,0.74,0.53,3.46,3.59,3.31,3.73,3.13,0,-8597.956293174735,2015-12-01,2016-07-01,7,West Monroe Partners,225,2002,Business Services,Chicago,Senior Manager,126857.93641618497,4.26,0.9,0.89,0.89,4.29,3.85,4.38,4.08,4.03
0,9250496,1,1,2015-07-01,2016-02-01,7,McLean Hospital,1213,37,1979,Health Care,Boston,Mental Health Specialist,26180.0,4.09,0.97,0.82,0.74,3.86,3.32,3.91,3.91,3.67,1,9069.826989619374,2015-09-01,2016-05-01,8,Boston Medical Center,4200,1996,Health Care,Boston,Intern,35249.826989619374,3.22,0.63,0.51,0.4,2.88,3.4699999999999998,3.24,3.13,2.81
0,9251155,1,1,2014-11-01,2015-07-01,8,Comcast Corporation,141000,52,1963,Telecommunications,Philadelphia,Senior Analyst,72471.875,3.44,0.71,0.72,0.61,3.31,3.69,3.38,3.18,2.87,0,0.0,2015-07-01,2016-07-01,12,AmerisourceBergen,17500,2001,Biotech & Pharmaceuticals,Philadelphia,Senior Analyst,72471.875,3.38,0.87,0.76,0.66,3.4,3.73,3.59,3.52,3.34
0,9254392,1,1,2011-10-01,2014-03-01,29,FIS Global,55000,46,1968,Information Technology,Atlanta,Financial Analyst II,55168.8,2.82,1.0,0.7,0.13,2.65,3.34,2.59,2.54,2.65,1,21244.858536585365,2015-10-01,2016-07-01,9,McKesson Corporation,71400,1975,Health Care,Atlanta,Senior Financial Analyst,76413.65853658537,3.46,0.79,0.7,0.42,3.24,3.76,3.57,3.5,2.9699999999999998
0,9254849,1,1,2013-11-01,2014-01-01,2,Wine Country Gift Baskets,260,,,Retail,Los Angeles,Customer Service Representative,28171.282240663902,3.75,1.0,0.71,0.2,2.73,3.2800000000000002,4.02,3.94,2.99,1,11328.717759336098,2015-12-01,2016-04-01,4,Aerotek,4200,1983,Business Services,Los Angeles,Technical Support Representative,39500.0,2.65,0.89,0.47,0.38,2.77,2.63,2.94,2.7,2.88
0,9255096,1,1,2012-01-01,2013-10-01,21,TelePacific Communications,825,15,1998,Telecommunications,Los Angeles,Account Manager,59835.028364779915,3.29,0.5,0.53,0.15,3.25,3.34,3.31,3.54,3.22,1,3814.1481058083227,2014-04-01,2014-12-01,8,Trilogy Financial Services,150,1999,Finance,Los Angeles,Financial Advisor,63649.17647058824,3.92,0.83,0.77,0.77,3.5300000000000002,3.06,4.05,4.07,4.04
0,9255246,2,0,2012-11-01,2014-02-01,15,Best Buy,140000,48,1966,Retail,Los Angeles,Assistant Operations Manager,58115.2,3.49,0.71,0.62,0.37,3.07,3.39,3.43,3.14,2.98,0,-25944.53333333333,2014-02-01,2016-07-01,29,Best Buy,140000,1966,Retail,Los Angeles,Front End Manager,32170.666666666668,3.49,0.71,0.62,0.37,3.07,3.39,3.43,3.14,2.98
0,9256179,1,1,2013-01-01,2014-06-01,17,WorleyParsons,31400,43,1971,"Construction, Repair & Maintenance",Houston,Mechanical Engineer,76108.52000000002,3.74,1.0,0.92,0.27,3.57,3.92,3.51,4.1,3.21,0,0.0,2014-06-01,2015-03-01,9,BASF,15000,1865,Manufacturing,Houston,Mechanical Engineer,76108.52000000002,3.99,1.0,0.98,0.75,3.96,4.07,3.76,3.8,3.49
0,9256582,1,0,2013-08-01,2013-12-01,4,GEORGIA INSTITUTE OF TECHNOLOGY,5932,128,1885,Education,Atlanta,Team Leader,41437.22800000001,4.13,0.93,0.87,0.51,3.68,3.25,3.86,3.71,3.55,0,-18310.561333333342,2014-08-01,2015-05-01,9,GEORGIA INSTITUTE OF TECHNOLOGY,5932,1885,Education,Atlanta,Student Assistant,23126.666666666668,4.11,0.91,0.9,0.55,3.66,3.29,3.89,3.71,3.51
0,9257443,1,1,2012-10-01,2014-05-01,19,TJMaxx,198000,,,Retail,Atlanta,Sales Associate,21070.18086956521,3.2,0.8,0.64,0.32,2.62,2.25,3.8,2.98,3.11,1,53097.819130434786,2014-05-01,2016-05-01,24,Apple Inc,110000,1976,Information Technology,Atlanta,Technical Advisor,74168.0,4.21,0.96,0.91,0.71,3.4,3.93,4.24,3.2800000000000002,3.84
0,9257512,2,1,2014-01-01,2015-01-01,12,Littler Mendelson P.C,1500,59,1956,Accounting & Legal,San Francisco,Project Manager,89993.52647975078,3.51,0.82,0.69,0.64,3.3,3.81,3.15,3.56,3.13,0,0.0,2015-01-01,2016-01-01,12,Pacific Gas & Electric,22581,1905,"Oil, Gas, Energy & Utilities",San Francisco,Project Manager,89993.52647975078,3.56,0.82,0.74,0.49,3.46,3.86,3.4,3.55,2.9
0,9258201,1,0,2011-04-01,2013-06-01,26,Gymboree Corp,12863,,,Retail,San Francisco,Sales Lead,22752.0,2.5300000000000002,0.65,0.49,0.31,2.4699999999999998,2.33,2.91,3.18,2.55,1,19243.790681818195,2013-06-01,2014-03-01,9,Gymboree Corp,12863,,Retail,San Francisco,Assistant Store Manager,41995.790681818195,2.5300000000000002,0.65,0.49,0.31,2.4699999999999998,2.33,2.91,3.18,2.55
0,9258335,1,0,2014-07-01,2015-06-01,11,Oracle Corporation,132000,38,1977,Information Technology,Chicago,Account Manager,50006.77102803739,3.18,0.54,0.62,0.55,3.06,3.14,3.03,3.44,2.76,0,-772.1575448913209,2015-06-01,2015-12-01,6,Oracle Corporation,132000,1977,Information Technology,Chicago,Account Executive,49234.613483146066,3.18,0.54,0.62,0.55,3.06,3.14,3.03,3.44,2.76
0,9258429,1,0,2014-06-01,2014-08-01,2,Deutsche Bank,10001,144,1870,Finance,Jacksonville,Intern,33898.545454545456,2.52,0.59,0.2,0.19,2.52,2.55,2.7800000000000002,2.5300000000000002,2.09,1,15466.123636363634,2014-09-01,2015-11-01,14,Deutsche Bank,10001,1870,Finance,Jacksonville,Analyst,49364.66909090909,2.52,0.59,0.2,0.19,2.52,2.55,2.7800000000000002,2.5300000000000002,2.09
0,9259807,1,1,2011-07-01,2014-07-01,36,Wipro Technologies,156866,69,1945,Accounting & Legal,Chicago,Project Engineer,67213.67792207791,3.12,0.34,0.65,0.3,3.34,2.4699999999999998,3.0,2.5300000000000002,2.7,0,-36208.212357339624,2015-06-01,2015-08-01,2,TTX Company,1685,1955,Transportation & Logistics,Chicago,Intern,31005.465564738293,3.39,0.62,0.58,0.68,3.09,4.07,3.38,3.6,3.11
0,9260167,1,1,2013-10-01,2014-09-01,11,Radio Shack,27500,93,1921,Retail,Dallas,Assistant Manager,33971.298554913286,2.68,0.59,0.22,0.12,2.33,2.2800000000000002,2.58,3.25,2.38,0,-15681.298554913286,2014-09-01,2015-02-01,5,"RaceTrac Petroleum, Inc",3479,1934,Retail,Dallas,Guest Service Associate,18290.0,2.81,0.33,0.41,0.29,3.36,3.7,3.03,2.17,2.06
0,9260415,1,1,2011-10-01,2014-08-01,34,GAP,141000,45,1969,Retail,New York City,Sales Associate,22920.060443213304,3.4,0.91,0.76,0.33,3.05,3.08,3.74,3.6,3.01,0,-148.96193151946864,2015-05-01,2015-08-01,3,Bloomingdales,10500,1861,Retail,New York City,Sales Associate,22771.098511693835,2.77,0.43,0.51,0.25,2.56,2.99,2.91,2.8,2.6
0,9260622,1,1,2014-11-01,2015-05-01,6,Motorola Mobility,20500,87,1928,Telecommunications,San Jose,Senior Software Engineer,136560.3648,3.23,0.91,0.46,0.34,2.61,3.25,3.18,3.46,2.9699999999999998,0,0.0,2015-06-01,2016-05-01,11,Amazon,230800,1994,Retail,San Jose,Senior Software Engineer,136560.3648,2.9699999999999998,0.79,0.52,0.6,3.46,3.48,2.88,2.5300000000000002,2.62
0,9261756,1,1,2012-07-01,2012-08-01,1,J.P. Morgan,241359,213,1799,Finance,New York City,Investment Banking Summer Analyst,70490.50666666667,3.24,0.85,0.69,0.49,3.14,3.08,3.13,3.43,3.04,0,-41626.76902066487,2015-06-01,2015-08-01,2,Fidelity Investments,17458,1946,Finance,New York City,Intern,28863.7376460018,3.73,0.98,0.78,0.9,3.66,3.21,4.17,3.84,3.52
0,9262257,1,1,2014-01-01,2015-06-01,17,JEV,1000,74,1941,Manufacturing,Philadelphia,direct care worker,24000.0,3.5,1.0,0.72,0.39,2.89,3.36,3.7199999999999998,3.56,3.23,1,12333.333333333336,2015-06-01,2015-10-01,4,Connect America,250,2004,Consumer Services,Philadelphia,Inside Sales Representative,36333.333333333336,2.67,0.2,0.38,0.2,2.44,2.36,2.62,2.5300000000000002,2.48
0,9262289,1,0,2010-11-01,2012-04-01,17,OptumRx,200000,35,1977,Insurance,Los Angeles,Associate Account Manager,94893.52,2.34,0.3,0.26,0.59,2.5,2.68,3.25,2.7199999999999998,2.12,0,-16228.963199999955,2012-04-01,2013-11-01,19,OptumRx,200000,1977,Insurance,Los Angeles,Associate Project Manager,78664.55680000005,2.34,0.3,0.26,0.59,2.5,2.68,3.25,2.7199999999999998,2.12
0,9262315,1,0,2013-04-01,2014-07-01,15,GROUPON,11843,6,2008,Information Technology,Chicago,Account Executive,49045.10552356017,2.94,0.65,0.47,0.24,2.73,2.9699999999999998,3.29,3.26,2.45,1,13818.86821381357,2014-07-01,2015-07-01,12,GROUPON,11843,2008,Information Technology,Chicago,Senior Account Executive,62863.97373737374,2.94,0.65,0.47,0.24,2.73,2.9699999999999998,3.29,3.26,2.45
0,9265576,1,0,2014-06-01,2015-01-01,7,Target Corporation,341000,53,1962,Retail,San Francisco,Intern,43171.556923076925,3.16,0.57,0.55,0.34,2.93,2.92,3.07,2.7199999999999998,2.7,1,28428.443076923075,2015-06-01,2016-03-01,9,Target Corporation,341000,1962,Retail,San Francisco,Executive Team Leader,71600.0,3.16,0.57,0.55,0.34,2.93,2.92,3.07,2.7199999999999998,2.7
0,9266698,1,1,2013-10-01,2015-07-01,21,Oracle Financial Services Software Ltd,132000,38,1977,Information Technology,Raleigh,Associate Consultant,67000.0,3.52,1.0,0.82,0.23,2.66,3.85,2.81,3.64,2.63,0,-34111.56,2016-05-01,2016-08-01,3,North Carolina State University,2560,1887,Education,Raleigh,Research Assistant,32888.44,4.14,0.95,0.88,0.63,3.74,3.31,4.01,4.11,3.65
0,9267396,1,1,2015-06-01,2015-08-01,2,University of Illinois,23660,,,Education,Chicago,Administrator,67333.33333333333,3.95,0.42,0.68,0.32,3.71,2.94,3.32,3.29,3.05,0,-45505.49174917491,2015-09-01,2016-05-01,8,Ross,77800,1957,Retail,Chicago,Sales Associate,21827.841584158417,3.03,0.6,0.41,0.35,3.04,2.2,2.7800000000000002,2.81,2.63
0,9267697,1,1,2014-01-01,2015-01-01,12,ADVANCE AUTO PARTS,73000,83,1932,Retail,Chicago,Commercial Account Manager,71333.33333333333,2.87,0.36,0.36,0.27,2.55,2.51,3.34,3.15,2.43,1,666.6666666666715,2015-01-01,2016-01-01,12,"MAT HOLDINGS, INC",2000,1984,Manufacturing,Chicago,Associate Program Manager,72000.0,2.05,0.4,0.45,0.44,2.3,2.06,1.9300000000000002,2.49,2.01
0,9268101,1,1,2013-01-01,2015-01-01,24,STRATASYS INC,339,26,1989,Manufacturing,Minneapolis,Inside Sales Representative,41500.8,3.34,0.28,0.33,0.4,2.83,3.22,2.94,2.46,2.17,1,50422.27692307692,2015-01-01,2016-01-01,12,"HelpSystems, LLC",147,1982,Information Technology,Minneapolis,Regional Sales Manager,91923.07692307692,4.17,1.0,0.81,0.81,3.75,4.55,4.28,4.19,3.99
0,9269448,1,1,2015-09-01,2015-10-01,1,Goldman Sachs & Co,36800,146,1869,Finance,New York City,VICE PRESIDENT,145490.10942760942,3.79,0.96,0.79,0.53,3.69,3.75,3.66,2.83,3.32,1,50392.543633615074,2015-11-01,2016-06-01,7,CITIGROUP,241000,1812,Finance,New York City,SENIOR VICE PRESIDENT,195882.6530612245,3.17,0.74,0.6,0.35,3.21,3.04,2.95,3.41,2.81
0,9270069,1,0,2013-11-01,2014-05-01,6,Apple Inc,110000,38,1976,Information Technology,Washington DC,Specialist,56801.24399999999,4.12,0.92,0.87,0.7,3.4699999999999998,4.02,4.49,3.54,3.49,0,-30381.24399999999,2014-05-01,2014-12-01,7,Apple Inc,110000,1976,Information Technology,Washington DC,Service Specialist,26420.0,4.12,0.92,0.87,0.7,3.4699999999999998,4.02,4.49,3.54,3.49
0,9270477,1,1,2013-07-01,2013-11-01,4,Target,341000,51,1962,Retail,Dallas,Cashier,18312.98969072165,3.21,0.69,0.53,0.33,2.83,3.18,3.08,3.05,2.76,1,3123.422876328157,2014-09-01,2015-01-01,4,Academy Sports and Outdoors,7000,1938,Retail,Dallas,Sales Associate,21436.412567049807,3.04,0.75,0.66,0.34,3.4699999999999998,3.1,3.29,3.26,2.55
0,9272755,1,1,2010-10-01,2014-06-01,44,Latham & Watkins LLP,4100,42,1972,Accounting & Legal,New York City,Associate,95597.80947089946,3.2,0.94,0.37,0.54,3.21,4.12,3.31,2.58,2.48,1,6587.700733182166,2014-10-01,2016-01-01,15,"FTI Consulting, Inc",4634,1982,Business Services,New York City,Attorney,102185.51020408163,2.74,0.83,0.55,0.25,3.01,2.63,2.67,3.23,2.54
0,9607681,1,1,2015-03-01,2015-12-01,9,Starbucks,238000,44,1971,"Restaurants, Bars & Food Services",Houston,Barista,16604.761904761905,3.4699999999999998,0.9,0.68,0.54,3.17,3.7800000000000002,3.82,3.18,2.79,1,12866.666666666668,2015-04-01,2016-01-01,9,UTMB,8800,1891,Health Care,Houston,Phlebotomist,29471.428571428572,3.38,0.62,0.75,0.39,3.22,3.55,3.39,3.3,2.84
0,9611465,1,0,2015-08-01,2016-06-01,10,Direct Energy,10000,30,1986,"Oil, Gas, Energy & Utilities",Houston,IT Analyst,76340.90909090909,3.2,0.95,0.44,0.25,2.68,3.29,3.18,3.29,2.7800000000000002,0,-20963.98601398601,2016-06-01,2016-08-01,2,Direct Energy,10000,1986,"Oil, Gas, Energy & Utilities",Houston,Project Coordinator,55376.92307692308,3.2,0.95,0.44,0.25,2.68,3.29,3.18,3.29,2.7800000000000002
0,9612272,1,1,2014-07-01,2014-09-01,2,Farmers Insurance,28975,86,1928,Insurance,Los Angeles,Intern,32905.95092198579,3.41,0.78,0.63,0.48,3.46,3.58,3.46,3.42,3.17,0,-2905.9509219857864,2016-01-01,2016-04-01,3,UCLA,3326,1919,Education,Los Angeles,Undergraduate Researcher,30000.0,3.89,0.74,0.78,0.49,3.44,3.41,3.7800000000000002,3.67,3.18
0,9613905,1,1,2013-12-01,2014-02-01,2,Kohl's Warehouse,140000,52,1962,Retail,Dallas,Material Handler,28206.444444444445,3.03,0.67,0.56,0.21,2.98,2.55,3.41,3.05,2.9,0,-6770.031877394638,2014-06-01,2014-12-01,6,Walgreens,360000,1901,Retail,Dallas,Sales Associate,21436.412567049807,2.64,0.22,0.27,0.2,2.48,2.79,2.57,2.44,1.98
0,9616126,1,1,2013-07-01,2015-08-01,25,CVS PHARMACY,243000,52,1963,Health Care,Raleigh,Pharmacy Technician,26398.823529411766,2.22,0.17,0.29,0.27,2.49,2.55,2.26,2.33,1.63,0,-2778.823529411766,2016-06-01,2016-08-01,2,UNC Hospital,10000,1952,Health Care,Raleigh,Pharmacy Technician,23620.0,3.73,0.96,0.76,0.71,3.52,3.6,4.02,3.37,2.9699999999999998
0,9618358,1,1,2010-06-01,2015-05-01,59,"MarketResearch.com, Incorporated",210,17,1998,Media,Washington DC,Staff Accountant,52369.11111111111,2.61,0.25,0.35,0.3,2.33,3.13,2.54,3.27,2.65,1,21701.330065359478,2015-07-01,2016-05-01,10,POLITICO,41,2007,Media,Washington DC,Senior Accountant,74070.44117647059,3.68,1.0,0.51,0.39,3.37,3.52,3.41,3.0,2.91
0,9618672,1,1,2011-02-01,2015-12-01,58,Stowers Institute for Medical Research,325,,,Biotech & Pharmaceuticals,Kansas City,Postdoctoral Fellow,41142.857142857145,4.79,1.0,1.0,0.66,3.41,4.02,4.26,3.81,4.1,0,-8142.857142857145,2015-09-01,2016-05-01,8,University of Kansas Medical Center,30,,Health Care,Kansas City,Research Assistant,33000.0,3.48,0.66,0.67,0.44,3.36,3.57,3.59,3.71,3.26
0,9619743,1,0,2011-08-01,2014-07-01,35,Howard University,5600,147,1867,Education,Washington DC,Research Assistant,39962.93043165475,2.86,0.2,0.24,0.15,2.6,2.65,2.7800000000000002,3.34,1.95,1,24665.04492548811,2014-08-01,2015-05-01,9,Howard University,5600,1867,Education,Washington DC,Research Fellow,64627.97535714286,2.86,0.2,0.24,0.15,2.6,2.65,2.7800000000000002,3.34,1.95
0,9620983,1,1,2010-01-01,2012-01-01,24,Starbucks,238000,41,1971,"Restaurants, Bars & Food Services",San Francisco,Barista,20997.894736842107,3.68,0.91,0.67,0.47,3.71,3.93,3.5300000000000002,3.8,3.27,1,6944.105263157893,2014-01-01,2015-01-01,12,Verizon Wireless,9100,2000,Information Technology,San Francisco,Solutions Specialist,27942.0,3.62,0.91,0.76,0.62,3.2,3.79,3.25,2.96,3.32
0,9621741,1,1,2012-02-01,2014-03-01,25,Chili's Bar and Grill,13000,39,1975,"Restaurants, Bars & Food Services",Austin,Server,19933.333333333332,3.06,0.91,0.68,0.18,2.81,3.26,3.32,2.98,3.37,1,6715.757575757576,2016-03-01,2016-07-01,4,Harte-Hanks,5573,1923,Business Services,Austin,Technical Support Representative,26649.090909090908,2.39,0.42,0.28,0.23,2.34,2.16,2.42,2.71,2.07
0,9627712,1,0,2011-02-01,2013-03-01,25,Sears Holdings Corporation,178000,127,1886,Retail,Chicago,Analyst,59560.29654255344,2.59,0.33,0.37,0.14,2.83,2.67,2.59,3.09,2.34,1,10979.443892229472,2013-03-01,2015-06-01,27,Sears Holdings Corporation,178000,1886,Retail,Chicago,Business Analyst,70539.74043478291,2.59,0.33,0.37,0.14,2.83,2.67,2.59,3.09,2.34
0,9630249,1,1,2014-09-01,2015-11-01,14,Moody's Corporation,10400,115,1900,Finance,New York City,Associate Financial Analyst,49800.0,3.58,0.9,0.78,0.67,3.06,3.14,3.88,4.13,3.36,1,18323.50884955752,2016-01-01,2016-07-01,6,Express Scripts,29500,1986,Health Care,New York City,Financial Analyst,68123.50884955752,2.41,0.47,0.26,0.34,2.48,2.52,2.16,2.51,2.02
0,9631196,1,1,2013-02-01,2015-05-01,27,CA Technologies,12700,39,1976,Information Technology,New York City,Senior Program Manager,139368.42105263157,3.27,0.75,0.57,0.29,3.01,3.4699999999999998,3.2,3.66,2.81,0,0.0,2015-06-01,2015-12-01,6,BNP Paribas,189077,2000,Finance,New York City,Senior Program Manager,139368.42105263157,3.32,0.68,0.65,0.29,2.99,3.32,3.22,3.43,2.51
0,9631713,1,1,2012-01-01,2014-01-01,24,SAPIENT,11945,24,1990,Information Technology,New York City,Senior Program Manager,130613.72727272728,3.3,0.69,0.65,0.4,3.46,3.32,3.75,3.05,3.19,1,41623.58040404042,2014-01-01,2015-03-01,14,WEIGHT WATCHERS INTERNATIONAL,19000,1963,Consumer Services,New York City,Senior Director,172237.3076767677,2.75,0.58,0.5,0.03,2.1,3.0,2.86,3.3,2.21
0,9632256,1,1,2015-05-01,2015-11-01,6,Robert Half,236000,67,1948,Business Services,Miami,QA Analyst,53545.454545454544,3.8,1.0,0.8,0.79,3.89,3.65,3.71,3.63,3.74,0,-7712.121212121208,2016-05-01,2016-07-01,2,Kforce,14400,1966,Business Services,Miami,QA Analyst,45833.333333333336,3.5300000000000002,0.55,0.62,0.5,3.51,2.91,3.43,3.08,3.48
